CODIGO;DESCRICAO
015832;MINIAN CX 21 COMP
015870;PLAMET 4MG SOL GTS PED FR 20ML
015806;HERSTAT POMADA DERM BG 4G
015815;KETEK 400MG CX 14 COMP
015816;KETEK 400MG CX 10 COMP
015766;DORONA 500MG CX 100 COMP
015767;DORONA 500MG SOL GTS FR 20ML
015907;ZYBAN CX 30 COMP
015879;PYLORIPAC IBP 30/500/500MG CX 70 CAP/COMP
015772;DRENALIN SOL INJ CX 100 AMP X 1ML
015833;MINOTON 0,24G CX 100 AMP X 10ML
015709;CILINON 1G INJ CX 100 AMP+DIL
015710;CILINON 500MG INJ CX 100 AMP+DIL
015712;CILINON 500MG CX 12 CAP
015713;CILINON 1G INJ CX 100 FA
015714;CILINON 500MG INJ CX 100 FA
015867;PENKARON CX INJ 100 AMP+DIL
015868;PENKARON CX INJ 50 AMP+DIL
015677;BENZATRON 1200MUI INJ CX 50 AMP+DIL
015679;BENZATRON 600MUI INJ CX 50 AMP+DIL
015702;CEFAXON 500MG CX 8 CAP
015701;CEFARISTON 1G INJ CX 50 AMP+DIL
015725;CLAFORDIL 1G INJ CX 20 AMP+DIL
015704;CEFTON 1G INJ CX 20 AMP+DIL
015703;CEFTAZIDON 1G INJ CX 20 AMP+DIL
015896;TRIAXTON 1000MG INJ CX 20 FA+DIL 10ML
015708;CIFLOXTRON 200MG INF IV FR 100ML
015727;CLINDARIX 600MG INJ CX 20 AMP X 4ML
015728;CLINDARIX 900MG INJ CX 20 AMP X 6ML
015818;LIDOSTON S/VASO 2% CX 12 FA X 20ML
015680;BEPLEXARON INJ CX 100 AMP X 2ML
015763;DOBUTON INJ CX 20 AMP X 20ML
015765;DOPABANE INJ CX 10 AMP X 10ML
015792;FUROSETRON 20MG INJ CX 50 AMP X 2ML
015793;GENTARON 20MG INJ CX 100 AMP X 1ML
015794;GENTARON 60MG INJ CX 100 AMP X 1,5ML
015795;GENTARON 80MG INJ CX 100 AMP X 2ML
015803;GLUCONATO DE CALCIO 10% CX 100 AMP X 10ML
015746;CORTISTON 100MG INJ CX 50 FA+DIL
015747;CORTISTON 500MG INJ CX 50 FA+DIL
015749;DALZOLSTON 500MG FR VD 100ML
015750;DALZOLSTON 500MG FR PL 100ML
015866;OXANON 500MG INJ CX 50 FA+DIL
015662;ARICILINA INJ CX 50 FA
015664;ARIFENICOL 1G INJ CX 50 FA+DIL
015651;AMICILON 100MG INJ CX 50 AMP+50DIL
015653;AMICILON 250MG INJ CX 50 AMP+50DIL
015655;AMICILON 500MG INJ CX 50 AMP+50DIL
015822;MAGNOSTON 10% CX 100 AMP X 10ML
015823;MAGNOSTON 50% CX 100 AMP X 10ML
015900;VANCOSON 0,5G INJ CX 20 FA+DIL
015706;CEVITON 1G INJ CX 50 AMP X 5ML
015707;CEVITON 500MG INJ CX 50 AMP X 5ML
015643;AGUA P/ INJE�AO CX INJ 100 AMP X 10ML
015646;AGUA P/ INJE�AO CX INJ 100 AMP X 5ML
015647;AGUA P/ INJE�AO CX INJ 100 AMP PLAS X 10ML
015648;AGUA P/ INJE�AO CX INJ 100 AMP PLAS X 5ML
015673;ATROPION 0,25MG INJ CX 100 AMP X 1ML
015674;ATROPION 0,5MG INJ CX 100 AMP X 1ML
015768;DORPINON INJ CX 100 AMP X 2ML
015769;DORPINON 500MG INJ CX 100 AMP X 1ML
015905;VIKATRON 10MG INJ CX 100 AMP X 1ML
015812;HIOARISTON CX 50 AMP
015665;ARISTOPRAMIDA CX INJ 100 AMP X 2ML
015761;DISOTRON 5000UI INJ CX 25 FA X 5ML
015899;VACINA BCG ORAL FLAC 5ML
015898;VACINA BCG INTRADERMICA AMP 10 DOS
015897;VACINA BCG 40MG
015814;JOSVERM SUS INF FR 30ML
015831;MILAX SUS FR 240ML
015668;ASMAPEN INJ CX 50 AMP X 10ML
015675;BACTRONEO CREME DERM BG 15G
015688;BETSONA 1MG POM BG 30G
015689;BETSONA 1MG CREME BG 30G
015782;FAMOTID 40MG CX 10 COMP
015783;FAMOTID 20MG CX 10 COMP
015802;GLIONIL CP 5MG CX 30 COMP
015804;HECLIVIR 200MG CX 25 COMP
015805;HECLIVIR CREME BG 10G
015808;HIDROPRIL CX 16 COMP
015809;HIDROPRIL CX 30 COMP
015813;IPRANEO 0,25MG SOL FR 20ML
015817;LIDOGEL GEL BG 30G
015840;NEO AMPICILIN 250MG PO SUS FR 60ML
015841;NEO BENZIL 1200MUI INJ CX 50 FA
015842;NEO FENICOL 500MG CX 20 COMP
015844;NEO LINCO 300MG INJ CX 1AMP X 1ML
015845;NEO METRODAZOL 250MG CX 20 COMP
015846;NEO METRODAZOL 500MG CREME VAG BG 40G
015849;NEOSULFAZINA 500MG CX 20 BL X 10 COMP
015851;NEODAZOL 500MG CX 4 COMP
015852;NEODAZOL 1000MG CX 2 COMP
015853;NEODAZOL 500MG CX 8 COMP
015854;NEODAZOL 900MG PO SUS FR 30ML
015855;NEODAZOL 450MG PO SUS FR 15ML
015856;NEOLASIL 10MG INJ CX 100 AMP X 2ML
015857;NEOLIDONA 25MG CX 42 COMP
015858;NEOLIDONA 50MG CX 28 COMP
015859;NEOSAC 150MG CX 5 ENV X 4 COMP
015860;NEOSAC 300MG CX 5 ENV X 4 COMP
015862;NEOTAFLAN 50MG CX 20 COMP
015876;PROPIOSOL 0,5MG CREME BG 30G
015877;PROPIOSOL 0,5MG POM BG 30G
015878;PULMOFLUX 2MG LIQ FR 100ML
015697;CEFABRINA 500MG CX 100 COMP
015698;CEFABRINA 200ML SOL GTS FR 10ML
015723;CITROPLEX C SOL GTS FR 20ML
015724;CITROPLEX C 500MG CX 5 ENV X 4 COMP
015861;NEOSORO SOL NAS ADU FR 30ML
015883;SORONEO SOL NAS INF FR 30ML
015894;TERMOPIRONA 500MG CX 25BL X 4 COMP
015895;TERMOPIRONA 500MG GTS DISP 10 FR X10ML
015906;XAROPE NEO XPE FR 100ML
016080;VIDISIC GEL OFT TB 10G
015916;ARTELAC SOL OFT GTS FR 10ML
015940;CLENS-100 SOL FR 15ML (+12% IPI)
015993;EXELON 1,5MG CX 14 CAP
016059;RISPERDAL SOL ORAL FR 30ML
016041;OSSOTRAT-D FR 60 COMP
016026;MINESSE CX 24 COMP CART CALEND
015910;ALVENT SOL CX 20 FLAC X 2ML
015908;ACICLOVIR 200MG FR 25 COMP
015909;ACICLOVIR 400MG FR 70 COMP
015948;CLORIDRATO DE SOTALOL 160MG FR 30 COMP
015961;DINAVITAL C 1+1G TB 10 COMP EFV
015912;ANZOPAC 30/500/500MG CX 80 CAP/COMP
015972;ERITROMAX 1000UI INJ CX 1FA X 1ML
015973;ERITROMAX 1000UI INJ CX 12 FA X 1ML
015974;ERITROMAX 2000UI INJ CX 1FA X 1ML
015975;ERITROMAX 2000UI INJ CX 12 FA X 1ML
015976;ERITROMAX 4.000UI INJ CX 1FA X 1ML
015977;ERITROMAX 4.000UI INJ CX 12FA X 1ML
015978;ERITROMAX 10.000UI INJ CX 1FA X 1ML
015979;ERITROMAX 10.000UI INJ CX 12FA X 1ML
015980;ERITROMAX 3000UI INJ CX 1FA+DIL X 1ML
015981;ERITROMAX 1000UI INJ 1SER PREE X 0,5ML
015982;ERITROMAX 1000UI INJ CX 12SER PREE 0,5ML
015983;ERITROMAX 2000UI INJ 1SER PREE X 0,5ML
015984;ERITROMAX 2000UI INJ 12SER PREE X 0,5ML
015985;ERITROMAX 4.000UI INJ 1SER PREE X 1ML
015987;ERITROMAX 3000UI INJ 1SER PREE X 0,3ML
015988;ERITROMAX 3000UI INJ 12SER PREE X 0,3ML
015989;ERITROMAX 4.000UI INJ 1SER P-ENCH 0,4ML
015990;ERITROMAX 4.000UI INJ 12SER PREE X 0,4ML
015991;ERITROMAX 10.000UI INJ 1SER PREE X 1ML
015992;ERITROMAX 10.000UI INJ 12SER PREE X 1ML
016071;TEQUIN 400MG CX 1 COMP
015917;ATENOPRESS 50MG CX 28 COMP
015918;ATENOPRESS 100MG CX 28 COMP
015951;CLORIDRATO DE TRAMADOL 50MG CX 10 CAP
015944;CLORIDRATO DE RANITIDINA 150MG CX 20 COMP
015945;CLORIDRATO DE RANITIDINA 300MG CX 10 COMP
016021;MESILATO DE DOXAZOSINA 2MG CX 10 COMP
016001;FREEGAS 40MG CX 300 COMP
016028;MULTIGRAN 500MG CX 25 BL X 12 CAP
016048;POLIBIOTIC 40MG SUS FR 80ML
016065;SIOCONAZOL 200MG CX 300 COMP
016066;SIOCONAZOL 20MG CREME CX 50 BG X 30G
016042;OZONYL SOL INJ ADU CX 100 AMP
016043;OZONYL SOL INJ ADU CX 20 AMP X 2,5ML
016044;OZONYL SOL INJ AQUOSO CX 10 AMP
016054;PROTECTINA 100MG CX 15 CAP
016055;PROTECTINA 200MG CX 10 CAP
016057;PROTECTINA 200MG CX 5 CAP
015957;DICLONAX CX 20 COMP
015958;DICLONIL CX 20 DRG
015933;CEFADROXIL 50MG SUS ORAL FR 100ML
015935;CETOCONAZOL 200MG CX 10 COMP
015936;CETOCONAZOL 200MG CX 30 COMP
015941;CLINDAMICINA CX 16 COMP
015942;CLINDAMICINA 300MG CX 10 COMP
015943;CLORIDRATO DE AMILORIDA+HCTZ 5+50MG CX 30 COMP
015952;DICLOFENACO DE DIETILAMONIO 10MG GEL CREME BG 60G
015953;DICLOFENACO DE POTASSIO 50MG CX 20 COMP
015954;DICLOFENACO DE RESINATO 15MG SUS ORAL GTS FR 20ML
003718;DICLOFENACO DE SODIO 50MG CX 20 COMP
016035;NORFLOXACINO 400MG CX 14 COMP
016036;NORFLOXACINO 400MG CX 7 COMP
016037;OMEPRAZOL 10MG CX 14 CAP
016038;OMEPRAZOL 20MG CX 14 CAP
016039;OMEPRAZOL 20MG CX 7 CAP
016013;MAXIDRIN CX 12 COMP
016014;MAXIDRIN CX 120 COMP
016029;NITRATO DE ISOCONAZOL 10MG CREME VAG BG 40G
016072;TINIDAZOL+NITRATO DE MICONAZOL BG 40G+7 APLIC
016032;NITRATO DE MICONAZOL 20MG LO� CREM FR 30ML
015923;BIOFLAC 7,5MG CX 10 COMP
015924;BIOFLAC 15MG CX 10 COMP
015925;BIOFLAC 15MG CX 5 AMP X 1,5ML
016075;TRAMADON 100MG CX 10 COMP
016649;DETOSS 6,667+3,333+0,12MG XPE ADU FR 120ML
015959;DIMETICONA EMUL ORAL FR 15ML
016061;SECNIDAZOL 1000MG CX 2 COMP
016062;SECNIDAZOL 1000MG CX 4 COMP
015937;CETOCONAZOL BG 30G
015946;CLORIDRATO DE RANITIDINA 25MG INJ CX 50 AMP X 2ML
015947;CLORIDRATO DE RANITIDINA 25MG INJ CX 5 AMP X 2ML
015926;BROMAZEPAM 3MG CX 20 COMP
015927;BROMAZEPAM 3MG CX 30 COMP
015928;BROMAZEPAM 3MG CX 200 COMP
015929;BROMAZEPAM 6MG CX 20 COMP
015930;BROMAZEPAM 6MG CX 30 COMP
015931;BROMAZEPAM 6MG CX 200 COMP
015932;BROMETO DE IPRATROPIO 0,25MG SOL INAL FR 20ML
016011;MAGRIX CX 60 COMP
016058;PRURIZIN 25MG CX 30 COMP X 12UNID
015971;EQUILIBRA 300MG CX 30 COMP X12 UNID
015949;CLORIDRATO DE TERAZOSINA 2MG CX 14 COMP
015950;CLORIDRATO DE TERAZOSINA 5MG CX 15 COMP
016020;MENSANA 80MG CX 20 COMP X12UNID
015994;FEMINVIT CX 30 COMP
016019;MENCIRAX CX 30 COMP
015970;EMSCORT CREME BG 30G
015920;BATROX 400MG CX 12 COMP
015967;DORICO FLASH 500MG CX 8 COMP
015963;DORICO FLASH 500MG CX 16 COMP
015964;DORICO FLASH 500MG 25BL X4 COMP
015965;DORICO FLASH 250MG CX 12 COMP
015966;DORICO FLASH 125MG CX 12 COMP
015921;BERIPLEX P/N 250UI INJ CX 1FA+DIL X 10ML
015922;BERIPLEX P/N 500UI INJ CX 1FA+DIL X 20ML
015968;DORSEDIN GTS FR 15ML
016009;ITRACONOL 100MG CX 4 CAP
016010;ITRACONOL 100MG CX 15 CAP
016049;POLICLAVUMOXIL 250MG SUS FR 75ML
016008;ISOTREXIN GEL 30G
015938;CLARIPEL ACQUAGEL BG 30G
016178;MELOXICAM 7,5MG FR 10 COMP
016116;CLORIDRATO DE AZELASTINA SOL NAS FR 10ML
002112;CARBOFAN 50MG XPE FR 100ML
002111;CARBOFAN 20MG PED FR 100ML
003494;DERMOSALIC POM BG 30G
003495;DERMOSALIC SOL TOP FR 30ML
016130;DORIDINA CX 20 DRG
001921;SOLARDRIL CREME BG 28G
016105;CALMIPLAN CX 10 COMP
016106;CALMIPLAN CX 20 COMP
006091;HIPERSAC CX 20 COMP
000589;AMOXITAN 250MG PO SUS FR 150ML
001137;ASMIFEN 0,2MG XPE FR 100ML
001136;ASMIFEN 1MG CX 20 COMP
011616;ULCITRAT 400MG CX 16 COMP
016174;MALEATO DE ENALAPRIL 5MG CX 30 COMP
016175;MALEATO DE ENALAPRIL 10MG CX 30 COMP
016176;MALEATO DE ENALAPRIL 20MG CX 30 COMP
016209;PROZAC 90MG DURAPAC CX 4 CAP
016222;SPIDUFEN 200MG SOL GTS FR 18ML
016224;TEFLUT 250MG CX 20 COMP
016160;IVERMEC 6MG CX 2 COMP
016161;IVERMEC 6MG CX 4 COMP
016200;PENTALAC 667MG XPE FR 120ML
016166;LEVOFLOXACINO 250MG CX 7 COMP
016167;LEVOFLOXACINO 500MG CX 7 COMP
016108;CECNOIN 10MG CX 30 CAP
016109;CECNOIN 20MG CX 30 CAP
009857;RAPAMUNE 1MG CX 60 DRG
016112;CETOCONAZOL 200MG CX 10 COMP
016225;TENOXICAM 20MG CX 10 COMP
016148;GLIBENCLAMIDA 5MG CX 30 COMP
016088;ALOPURINOL 300MG CX 30 COMP
016089;AMOXICILINA 250MG SOL OR FR 150ML
016090;AMOXICILINA 500MG CX 21 CAP
016119;CLORIDRATO DE DOXICICLINA 100MG CX 15 COMP
016173;LOVASTATINA 20MG CX 30 COMP
016204;PIROXICAM 20MG CX 10 CAP
016205;PIROXICAM 20MG CX 15 CAP
016201;PENTOXIFILINA 400MG CX 20 COMP
016120;CLORIDRATO DE RANITIDINA 150MG CX 20 COMP
016121;CLORIDRATO DE RANITIDINA 300MG CX 20 COMP
016122;CLOTRIMAZOL 10MG CR VAG BG 35G+6APLIC
016147;GIBILON 80MG CX 30 COMP
016123;CLOTRIMAZOL 20MG CR VAG BG 20G+3APLIC
017461;CETOCONAZOL+DIP BETAMETASONA CREME DERM BG 30G
016249;ZELMAC 6MG CX 30 COMP
016117;CLORIDRATO DE CIPROFLOXACINO 250MG CX 10 COMP
016118;CLORIDRATO DE CIPROFLOXACINO 500MG CX 10 COMP
016245;XAROPE 44 E FR 120ML
016162;KAVASEDON CX 20 CAP
016104;BROMIL GRIPE CX 50 BL X 4 COMP
016202;PEPSAPLUS SUS FR 240ML
016158;INVANZ 1G IV CX FA
016211;RUBROMICIN 125MG SUS CX 50 FR X 60ML
016212;RUBROMICIN 250MG SUS CX 50 FR X 60ML
016213;RUBROMICIN 250MG CX 300 COMP
016214;RUBROMICIN 500MG CX 300 COMP
016182;METRONIDAZOL GELEIA VAG CX 50 BG X 50G
016183;METRONIDAZOL GELEIA VAG BG 50G
016188;NISTATINA CREME VAG BG 60G
016189;NISTATINA 50G CREME VAG BG 50G
016136;ESPECTROPRIMA CX 300 COMP
016138;ESPECTROPRIMA SOL ORAL CX 50 FR X 60ML
016155;HEMATOFER CX 500 CAP
016107;CATAFLEX 50MG CX 10 COMP
016127;DEXADEN 0,5MG CX 20 COMP
016855;HEPATOX SOL OR 100 FLAC X10ML
016187;NAUSILON B6 GTS 20ML
016233;VERMECTIL 6MG CX 2 COMP
016234;VERMECTIL 6MG CX 4 COMP
016091;ANDROCUR 100MG CX 20 COMP
016185;MIRELLE CX CAL 24 COMP
017189;PREDNISONA 5MG CX 20 COMP
017190;PREDNISONA 20MG CX 10 COMP
017191;PREDNISONA 20MG CX 20 COMP
016092;ARADOIS H 50+12,5MG CX 30 COMP
016171;LIPLESS 100MG CX 30 COMP
016230;UNI CLONAZEPAX 2,5MG SOL FR 20ML
016139;FLUCISTEIN 100MG CX 15 ENV X 5G
016140;FLUCISTEIN 200MG CX 15 ENV X 5G
016157;HISTADIN D XPE FR 60ML
016172;LORATADINA 1MG XPE 100ML
016152;HALOPERIDOL 2MG SOL GTS FR 20ML
016232;VALPROATO DE SODIO 50MG XPE FR 100ML
016093;ARCOXIA 60MG CX 7 COMP
016094;ARCOXIA 90MG CX 7 COMP
016386;ARCOXIA 120MG CX 4 COMP
016193;OMEPRAZOL 40MG CX 7 CAP
016241;VOLTAREN 1MG SOL OFT CX 20 FLAC X 0,3ML
016179;MEMO-GINKGO 80MG CX 20 COMP
016180;MEMO-GINKGO 40MG CX 30 COMP
016473;CALMITON CX 30 CAPS
016141;FLUICIS XPE 100ML
016142;FLUICIS 100MG X 16 ENV
016143;FLUICIS 200MG X 16 ENV
016144;FLUICIS 600MG X 16 ENV
016585;CLORATADD 5MG XPE FR 100ML
016920;LEBERSCHUTZ CX 24 DRG
019003;VISIPAQUE 270MG FR 50ML
019004;VISIPAQUE 270MG FR 100ML
019005;VISIPAQUE 320MG FR 50ML
019006;VISIPAQUE 320MG FR 100ML
016642;DEOCIL SL 10MG CX 10 COMP
017045;MOTILIUM CX 30 COMP
017046;MOTILIUM CX 60 COMP
017182;PRAVACOL 40MG FR 30 COMP
016501;CARBOCISTEINA 20MG FR 100ML
016502;CARBOCISTEINA 50MG FR 100ML
017968;SULFATO DE TERBUTALINA 0,3MG XPE FR 100ML+CM
016593;CLORIDRATO DE CLOBUTINOL 4MG XPE FR 120ML+CM
016594;CLORIDRATO DE CLOBUTINOL 60MG SOL OR FR 20ML
016706;DROPROPIZINA 1,5MG XPE FR 120ML+CM
016707;DROPROPIZINA 3MG XPE FR 120ML+CM
009359;PRATAZINE BG 50G
016847;GLYTEOL BALSAMICO ADU XPE FR 100ML
013957;CALCIOLIT 500MG FR 5 SACH X 200 COMP
017248;RENAL VIT 250MG FR 1000 COMP
017986;TEBONIN 40MG SOL GTS 60ML
017102;NOVORAPID CX 5 PENFIL X 3ML
016761;FLOGORAL COLUT FR 250ML SB CEREJA
016762;FLOGORAL COLUT FR 250ML SB LARANJA
016763;FLOGORAL COLUT FR 250ML SB LIMAO
016764;FLOGORAL COLUT FR 250ML SB MENTA
018914;TRANSPULMIN XPE FR 150ML PET NOVA FORMULA
016932;LISINOPRIL 20MG CX 30 COMP
016933;LISINOPRIL 5MG CX 30 COMP
016940;LISINOPRIL+HCTZ 20+12,5MG CX 30 COMP
016948;LORATADINA 10MG CX 12 COMP
016420;BACTRIM SUS PED FR 50ML
009606;PROLOPA 125MG DISP FR 30ML
016366;ANZOPROL 30MG CX 7 CAP
016367;ANZOPROL 30MG CX 14 CAP
018971;VALDINHA FIBRAS CX 24 SACHES 150G
001851;BUCLIMAX CX 20 CAP
001852;BUCLIMAX SUS FR 120ML
016653;DEXANIL 0,1% CREME BG 15G
016767;FLUCCIL INJ CX 50 AMP X 2ML
016534;CETIVIT GTS FR 20ML
017027;METRONIDAZOL+NISTATINA CREME VAG BG 50G
017028;METRONIDAZOL+NISTATINA CREME VAG 50 BG X 50G
008196;NIFEHEXAL 20MG CX 30 COMP RET
016660;DICLOFENACO DE SODIO 50MG CX 20 COMP
018010;TICLOBAL 250MG CX 30 COMP
016310;AMIOBAL 100MG CX 30 COMP
016311;AMIOBAL 200MG CX 30 COMP
017279;SERETIDE 25+50MCG SPRAY
017280;SERETIDE 25+125MCG SPRAY
017281;SERETIDE 25+250MCG SPRAY
016625;COZAAR 100MG CX 30 COMP
008046;NEOCORTIN COLIRIO FR 5ML
017187;PREDNIS 5MG CX 20 COMP
017188;PREDNIS 20MG CX 10 COMP
016586;CLORATADD 10MG CX 12 COMP
018019;TRICOCILIN B CREME VAG BG 45G+10 APLIC
016505;CARDILOM 25MG CX 20 COMP
016506;CARDILOM 50MG CX 20 COMP
017219;PROPRANOLOM 40MG CX 40 COMP
017220;PROPRANOLOM 80MG CX 20 COMP
018004;THYLOM 750MG CX 20 COMP
018005;THYLOM 750MG CX 50 BL X 4 COMP
018006;THYLOM 200MG SOL FR 15ML
016334;AMOXICILINA 250MG SUS ORAL FR 150ML
016335;AMOXICILINA 500MG CX 15 CAP
016336;AMOXICILINA 500MG CX 21 CAP
016944;LOMDOR SOL FR 10ML
016400;ATENOLOL 25MG CX 30 COMP
016401;ATENOLOL 50MG CX 30 COMP
018003;THERACNE SAB LIQ ESPUMA 120ML
017078;NICORETTE 2MG CX 30 GOMAS-CLASSIC
017079;NICORETTE 2MG CX 30 GOMAS-MINT
016655;DIAFORMIN 850MG CX 30 COMP
016648;DESONOL 0,5MG LO�AO FR 60G
017244;REMINYL 4MG CX 14 COMP
017245;REMINYL 8MG CX 56 COMP
017246;REMINYL 12MG CX 56 COMP
016537;CETOCONAZOL 20MG SHAMP FR 100ML
016254;ACEBROFILINA 25MG XPE INF FR 120ML
016255;ACEBROFILINA 50MG XPE ADU FR 120ML
016424;BENZILPENICILINA POTASSICA 5000MUI CX 50 FA
016442;BETAMETASONA 0,5MG SOL ELIX FR 120ML
016443;BETAMETASONA 0,5MG SOL GTS FR 15ML
016503;CARBOPLATINA 10MG CX FA X 15ML
016504;CARBOPLATINA 10MG INJ CX 1FA X 45ML
016603;CLORIDRATO DE TERBINAFINA CREME DERM BG 20G
016781;FOLINATO DE CALCIO 50MG INJ CX 1FA
016925;LEVOFLOXACINO 500MG CX 1FA X 100ML
017124;ONDANSETRONA 4MG CX 5AMP X 2ML
017125;ONDANSETRONA 8MG CX 5AMP X 4ML
016258;TRIANCINOLONA+GRAMICIDINA+NEOMICINA+NISTATINA CREME BG
016259;TRIANCINOLONA+GRAMICIDINA+NEOMICINA+NISTATINA POM BG 30
016262;ACETILCISTEINA 100MG CX 16 X 5G
016263;ACETILCISTEINA 200MG CX 16 ENV X 5G
016264;ACETILCISTEINA 600MG CX 16 X 5G
016368;APETISINA B-C FR 200ML
016393;ASCEDOR CX 200 COMP INF
016425;BENZIN SAB 60G
016426;BENZIN SOL TOP FR 60ML
016468;CALCIO CREME SUS FR 250ML
016539;CETOMICOSS 20MG CREME BG 20G
016859;HIDROXIALIV SUS FR 150ML
017070;NEOLEND LO FR 100ML
017071;NEOLEND SH FR 100ML
017072;NEOM POM DERM BG 15G
017160;PIROFEBRAN CX 100 COMP
017166;PLURITIN CREME FR 60ML
017239;RARIVIT SOL FR 120ML
016283;ALBENIX 200MG CX 2 COMP
016284;ALBENIX 400MG CX 1 COMP
016285;ALBENIX SUS FR 10ML
016322;AMOXICAP 500MG CX 12 CAP
016323;AMOXICAP 500MG CX 21 CAP
016324;AMOXICAP 125MG SUS FR 45ML
016325;AMOXICAP 250MG SUS FR 150ML
016326;AMOXICAP 250MG SUS FR 60ML
016418;BACINANTRAT POM DERM BG 10G
016475;CAPTOCORD 12,5MG CX 15 COMP
016476;CAPTOCORD 12,5MG CX 30 COMP
016477;CAPTOCORD 25MG CX 15 COMP
016478;CAPTOCORD 25MG CX 30 COMP
016479;CAPTOCORD 50MG CX 15 COMP
016480;CAPTOCORD 50MG CX 30 COMP
016540;CETOMICOSS CX 10 COMP
016541;CETOMICOSS CX 30 COMP
016652;DEXAMETRAT CREME BG 10G
016797;FUROSECORD CX 20 COMP
016858;HIDROTIAZIDA CX 20 COMP
016910;KOLPAZOL 25000UI CREME VAG BG 60G
017094;NORXACIN 400MG CX 14 COMP
017096;NOVACIMET CX 40 COMP
017097;NOVOPRAZOL 10MG CX 14 CAP
017098;NOVOPRAZOL 20MG CX 7 CAP
017099;NOVOPRAZOL 20MG CX 14 CAP
017126;OPTAMAX CX 20 COMP
017162;PIROXAM 10MG CX 15 CAP
017163;PIROXAM 20MG CX 15 CAP
017212;PROPALOL 40MG CX 40 COMP
017213;PROPALOL 80MG CX 20 COMP
017235;RANYTISAN 150MG CX 20 COMP
017236;RANYTISAN 300MG CX 8 COMP
017069;NEOFLOXIN 400MG CX 14 COMP
017225;PULMOL XPE FR 120ML
017226;PULMOL POM MENTOL LT 20G
016440;BETACLAV BD 400+57MG FR 70ML
016408;AVALOX 400MG INJ 1 BOLSA 250ML
017112;OLIGOVIT CX 30 COMP
017991;TENLIV CX 30 COMP
019027;VITAX DERM CX 30 COMP
016168;LEVOXIN 250MG CX 3 COMP
016169;LEVOXIN 250MG CX 7 COMP
016170;LEVOXIN 500MG CX 7 COMP
017178;POLYSPORIN POM BG 14,2G
001180;ATENOLOL 50MG CX 28 COMP
003717;DICLOFENACO DE SODIO 50MG CX 20 COMP
001181;ATENOLOL 100MG CX 28 COMP
016512;CATAFLAM 11,6MG SOL TOP AER 85ML
017167;POLICLAVUMOXIL 500MG CX 12 COMP
017168;POLICLAVUMOXIL 500MG CX 18 COMP
015335;DICLOFENACO DE RESINATO 15MG FR 20ML
017063;NATUZILIUM 150MG CX 30 CAP GEL
018977;VALEZEN 50MG CX 30 DRG
017221;PROSTALLIUM 160MG CX 30 CAP
016684;DIPIRONA SODICA SOL GTS 20ML
017140;PARACETAMOL SOL GTS 15ML
016623;CORTICORTEN 20MG CX 20 COMP
017067;NEO ISOCADEN 10MG CREME VAG BG 40G
017074;NEOPRESS 50+12,5MG CX 30 CAP
017257;REVASTIN 10MG CX 30 COMP
017258;RIFAN 10MG SPRAY FR X 20ML
016695;DORALGINA SOL GTS FR 15ML
017068;NEO QUIMICA COLIRIO 0,5+1+0,025MG SOL OFT 15ML
017073;NEOPLEX B SOL FR 100ML
016538;CETOCONAZOL 20MG CREME BG 30G
016928;LIBIAM 1,25MG CX 28 COMP
016698;DORIFLAN EMUGEL BG 60G
016549;CICLAVIX 200MG CX 25 COMP
016550;CICLAVIX CREME BG 10G
016614;CODEVERIN SOL GTS FR 15ML
017262;SALIMETIN AER FR 100ML - ESPORTISTA
016342;AMPICILINA 500MG CX 12 CAP
016343;AMPICILINA 500MG CX 24 CAP
016344;AMPICILINA 500MG CX 50BL X 6 CAP
016345;AMPICILINA 500MG CX 100BL X 6 CAP
016327;AMOXICILINA 500MG CX 12 CAP
016328;AMOXICILINA 500MG CX 21 CAP
016329;AMOXICILINA 500MG CX 50BL X 7 CAP
016330;AMOXICILINA 500MG CX 100BL X 7 CAP
016696;DORAPLAX 200MG CX 50BL X 4 COMP
000205;AEROJET SPRAY FR 200 DOS
019037;XALACOM SOL OFT ESTL FR 2,5ML
017130;OXIGEN 30MG CX 60 COMP
016702;DORMONID 7,5MG CX 20 COMP
016703;DORMONID 7,5MG CX 30 COMP
017100;NOVOPULMON 200MCG INAL+REFIL 200 DOS
017101;NOVOPULMON 200MCG REFIL 200 DOS
016670;DILTIPRESS 90MG CX 30 CAP
016671;DILTIPRESS 120MG CX 30 CAP
016672;DILTIPRESS 180MG CX 30 CAP
016673;DILTIPRESS 240MG CX 30 CAP
016674;DILTIPRESS 300MG CX 30 CAP
016675;DILTIPRESS 360MG CX 30 CAP
016752;FLAMADOR SOL ORAL GTS FR 20ML
016753;FLAMADOR GEL BG 30G
016754;FLAMADOR 50MG CX 24 CAP
016755;FLAMADOR INJ CX 2AMP X 2ML
017036;MICROPIL R CX 28 DRG
017924;SIGMACALCIDOL 0,25MCG CX 30 CAP
017284;SIGMACALCIDOL 1,00MCG CX 30 CAP
016861;HIPERTONIC 5% SOL OFTALMICA 10ML
016365;ANTI+SEPTICO SOL FR 30ML
016717;ELIXIR DE PASSIFLORA SOL FR 120ML
016862;HYALUDERMIN CREME BG 15G
016292;ALGINAC 1+50+50+50MG FR 30 COMP
016293;ALGINAC INJ 3AMP X1ML+3AMP X 2ML
016685;DIPIRONA SODICA SOL ORAL GTS FR 10ML
